,User Name,Organization,Organization Type,Organization Country,Is Active,CPU Compute Allocation,CPU Node Hours Charged,GPU Compute Allocation,GPU Node Hours Charged,PI Name,Project Description,Department,Organization City
7785,idemesh,NVIDIA Corporation,INDUSTRY,United States of America,True,213.5103333333333,0.0,175.0,0.0,Wahid Bhimji,"Data, AI, and Analytics at Scale for Science",NGC,Santa Clara
7786,frankhu,Stanford University,UNIV,United States of America,True,8912.086666666666,48.07472222222222,14036.0,2569.5558333333333,Thomas Markland,"Applying Deep Learning Methods to Develop New Models of Molecular Charge Transfer, Nonadiabatic Dynamics, and Nonlinear Spectroscopy in the Condensed Phase",Chemistry,Stanford
7787,jyli,Peking University,UNIV,China,True,1000.0,0.0133333333333333,0.0,0.0,Maxim Umansky,LLNL MFE Supercomputing,School of physics,Beijing
7788,jpollack,Laboratoire Astroparticule et Cosmologie,UNIV,France,True,300.0,0.0,100.0,0.0,Seth Digel,LSST Dark Energy Science Collaboration (DESC) Image Simulations,Cosmology,Paris
7789,hans,Perimeter Institute for Theoretical Physics,NONPROF,Canada,True,2427.8016666666667,0.0,2425.8186111111117,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Research Technologies,Waterloo
7790,mmoadeli,Codeplay Software Ltd.,INDUSTRY,United Kingdom of Great Britain and Northern Ireland,True,100.0,0.0,175.0,0.0,Jack Deslippe,NERSC Application Readiness for Future Architectures,Ecosystem division,Edinburgh
7791,mjohns9,Sandia National Laboratories - California,DOELAB,United States of America,True,4125.0,0.0,9568.0,0.0,Judit Zador,Exascale Catalytic Chemistry 2021,Gas Phase Chemical Physics,Livermore
7792,milesj,California Institute of Technology,UNIV,United States of America,True,850.0,0.0,2133.7966666666666,0.0,Marco Bernardi,Frontiers of first-principles electron interactions and dynamics: quantum materials and data-driven methods,Applied Physics,Pasadena
7793,zyanbing,Stanford University,UNIV,United States of America,True,1000.0,0.0,1000.0,0.0,Felipe Jornada,First-Principles Studies of Exciton-Related Phenomena in Novel Materials,Applied Physics,Stanford
7794,mnagler,Kitware Inc,SMBUS,United States of America,True,12000.0,0.0,150.39111111111112,0.0,Emiley Eloe-Fadrosh,National Microbiome Data Collaborative,Data and Analytics,Clifton Park
7795,vboden,University of California Santa Barbara,UNIV,United States of America,True,2800.0008500000004,0.0,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics,Santa Barbara
7796,victornr,University of California Berkeley,UNIV,United States of America,True,3791.0,6586.043055555556,7500.0,0.0,Burkhard Militzer,Ab initio simulations of warm dense matter,EPS,Berkeley
7797,vkrishi,Sandia National Laboratories - California,DOELAB,United States of America,True,1012.0,0.0,0.0,0.0,Laura McCaslin,Unraveling the Mechanisms and Timescales of Ultrafast Photodissociation Dynamics of Gas Phase Molecules via Non-Adiabatic Molecular Dynamics,Gas phase Chemical Kinetics,Livermore
7798,aabouta,Sandia National Laboratories - California,DOELAB,United States of America,True,1012.0,0.0,0.0,0.0,Laura McCaslin,Unraveling the Mechanisms and Timescales of Ultrafast Photodissociation Dynamics of Gas Phase Molecules via Non-Adiabatic Molecular Dynamics,Combustion and Research Facility,Livermore
7799,cyrusyc,University of California Berkeley,UNIV,United States of America,True,68002.5,928.0383333333332,30002.5,1508.4302777777775,Blas Uberuaga,FUTURE: Fundamental Understanding of Transport Under Reactor Extremes,Materials Science and Engineering,Berkeley
7800,benalt1,University of Nevada Las Vegas,UNIV,United States of America,True,3252.5,0.0,752.5,0.0,Ashkan Salamat,Establishing a roadmap to ambient temperature superconductivity,Physics and Astronomy,Las Vegas
7801,feiqin,Korea Astronomy and Space Science Institute,OTHGOVLB,Korea (the Republic of),True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,CosKASI,Daejeon
7802,archiagr,University of Michigan,UNIV,United States of America,True,1608.0,0.0,0.0,0.0,Katsuyo Thornton,Phase-field modeling of energy materials,Material Science Engineering,Ann Arbor
7803,jokonig,Johan Wolfgang Goethe - Univ. Frankfurt,UNIV,Germany,True,11200.0,0.0,100.0,0.0,Irakli Chakaberia,Data analysis and simulations for the ALICE experiment at the LHC,Institut fuer Kernphysik,Frankfurt
7804,lingxias,University of Michigan,UNIV,United States of America,True,1610.5,0.0,2.5,0.0,Katsuyo Thornton,Phase-field modeling of energy materials,materials science & engineering,Ann Arbor
7805,saugata9,Penn State University - University Park,UNIV,United States of America,True,4250.0,0.0,1000.0,0.0,Yi Wang,Computational Mesoscale Science and Open Software for Quantum Materials,materials science & engineering,University Park
7806,ajc340,University of California Santa Barbara,UNIV,United States of America,True,70000.0,0.0,90000.0,14568.616666666669,Alex Hexemer,Advanced Light Source,Physics,Santa Barbara
7807,koziozie,Lawrence Livermore National Laboratory,DOELAB,United States of America,True,70000.0,0.0,90000.0,0.0,Alex Hexemer,Advanced Light Source,Physics,Livermore
7808,dipannoy,University of South Carolina,UNIV,United States of America,True,703.1,0.0,1852.6,0.0,Ravishankar Sundararaman,Beyond-DFT Electrochemistry with Accelerated and Solvated Techniques (BEAST),Department of Computer Science ,Columbia
7809,zhiningl,HyPerComp Inc.,SMBUS,United States of America,True,5000.0,0.0,75.0,0.0,Peter Huang,Fusion Energy Reactor Models Integrator (FERMI),,Westlake Village
7810,paoyedel,University of Texas at El Paso,UNIV,United States of America,True,558.3,0.0,75.0,0.0,Rajendra Zope,Self-consistent implementation of locally scaled self-interaction-correction method for removing self-interaction errors from density functional calculations,Physics,El Paso
7811,cchou,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,70000.0,4.204722222222222,90000.0,0.0,Alex Hexemer,Advanced Light Source,Beamline 8.3.2,Berkeley
7812,sopbak24,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,0.0,0.0,1000.0,149.9625,Kristin Ceder-Persson,The Materials Genome,Materials Science,Berkeley
7813,pborges,University of California Berkeley,UNIV,United States of America,True,5400.0,578.7155555555555,7200.0,3976.411111111111,Mark Asta,Damage-Tolerance in Structural Materials,Material Science and Engineering,Berkeley
7814,mandal13,Purdue University,UNIV,United States of America,True,3186.0,209.20944444444444,0.0,0.0,Ming Chen,Studying Electronic Structures of Metallic Materials with Stochastic Electronic Structure Methods,Chemistry,West Lafayette
7815,jhendrix,University of Michigan,UNIV,United States of America,True,1608.0,0.0,0.0,0.0,Katsuyo Thornton,Phase-field modeling of energy materials,Materials Science and Engineering,Ann Arbor
7816,gszabo,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,280007.5,146.79805555555555,10000.0,0.0,Kjiersten Fagnan,Joint Genome Institute - Production Sequencing and Genomics,Joint Genome Institute,Berkeley
7817,emin97,Illinois Institute of Technology,UNIV,United States of America,True,14176.35,1235.9633333333334,3603.0,0.0,Michael Gao,Accelerated Discovery of Low-Cost Hydrogen-Resistant Alloys for Extreme Environments,MMAE,Chicago
7818,deby,Oak Ridge National Laboratory,DOELAB,United States of America,True,100.0,0.0,200.0,0.0,Paul Kent,Computational Resources for the Nanomaterials Theory Institute at the CNMS,CNMS,Oak Ridge
7819,jsnorth,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,625.0,340.96,0.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,CASCADE,Berkeley
7820,hbossi,Yale University,UNIV,United States of America,True,13329.0525,0.0,5100.0,0.0,Irakli Chakaberia,Data analysis and simulations for the ALICE experiment at the LHC,Physics,New Haven
7821,tlmiller,University of Wisconsin - Madison,UNIV,United States of America,True,281.2679444444445,0.2311111111111111,225.0,0.0,Ewa Deelman,PosEiDon: Platform for Explainable Distributed Infrastructure,CHTC,Madison
7822,othilie,University of Edinburgh,UNIV,United Kingdom of Great Britain and Northern Ireland,True,2800.0008500000004,1.32,699.9877916666668,0.0,Maria Elena Monzani,LZ - LUX ZEPLIN,Physics and Astronomy,Edinburgh
7823,trosen,Kungliga Tekniska Hogskolan [Royal Institute of Technology],UNIV,Sweden,True,12500.0,0.0,3750.0309722222223,0.0,Oleg Chubar,Development of Software Framework for X-ray Optics Simulation and Modeling,Fibre and Polymer Technology,Stockholm
7824,bskirk,National Center for Atmospheric Research,OTHGOVLB,United States of America,True,250.0,0.0,100.0,0.0,Richard Gerber,NERSC overhead account for users with no active repo,High Performance Computing Division,Boulder
7825,dkastner,Lawrence Berkeley National Laboratory - Advanced Light Source (ALS),DOELAB,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Advanced Light Source,Berkeley
7826,leonotis,University of Chicago,UNIV,United States of America,True,10994.0,3399.9602777777777,11651.0,568.2938888888889,Laura Gagliardi,State-Specific Variational Monte Carlo for Point Defect Excited States,Chemistry,Chicago
7827,yangsj,Lawrence Berkeley National Laboratory - NERSC,NERSCOPS,United States of America,True,112.558,4.743611111111111,0.0,0.0,Tsung-Yen Lee,Simulations of nonlinear optical spectra and energy transfer dynamics of photosynthesis    ,Chemistry,Berkeley
7828,drakeyu,University of California San Diego,UNIV,United States of America,True,6333.0,1766.558611111111,3000.0,454.17333333333335,Shyue Ping Ong,Design of Novel Materials for Energy Storage from First-principles Calculations and Machine Learning Techniques,Nanoengineering,La Jolla
7829,bgjang,Los Alamos National Laboratory,DOELAB,United States of America,True,0.0,0.0,0.0,0.0,Jian-Xin Zhu,Electronic Structure and Excited State Dynamics in Nanomaterials and Heterostructures ,Theoretical Division,Los Alamos
7830,gulia3,University of Nevada Reno,UNIV,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Biochemistry and molecular Biology,Reno
7831,yuelimv,"MemVerge, Inc.",INDUSTRY,United States of America,True,5000.0,0.0,1000.0,0.0,William Arndt,DMTCP Checkpoint/Restart Development,Engineering,Milpitas
7832,xueke,Brown University,UNIV,United States of America,True,2.0,0.0,0.75,0.0,Michael Wehner,Advancing extreme value analysis,Institute at Brown for Environment and Society,Providence
7833,mpham,University of Nevada Reno,UNIV,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Biochemistry and Molecular Biology,Reno
7834,bobmarsh,NSF's National Optical-Infrared Astronomy Research Laboratory,OTHGOVLB,United States of America,True,2000.0,0.0,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Engineering Services,Tucson
7835,vibhu,University of California San Diego,UNIV,United States of America,True,6333.0,1020.2688888888888,3000.0,1357.1502777777778,Shyue Ping Ong,Design of Novel Materials for Energy Storage from First-principles Calculations and Machine Learning Techniques,NanoEngineering,La Jolla
7836,vthakkur,University of California Berkeley,UNIV,United States of America,True,15819.837222222222,895.3008333333333,0.0,0.0,Teresa Head-Gordon,Molecular Resolution Electrochemistry for Solid-Liquid Interfaces ,Chemistry,Berkeley
7837,cyab,University of Nevada Reno,UNIV,United States of America,True,700.0,0.0,900.0,0.0,Alex Hexemer,Advanced Light Source,Biochemistry & Molecular Biology,Reno
7838,tiye,Queen's University,UNIV,Canada,True,383.53429166666666,0.0,4800.0,0.0,Alan Poon,Simulations and Analysis for a Large Scale Germanium Neutrinoless Double Beta Decay Experiment (LEGEND),"Physics, Engineering Physics & Astronomy",Kingston
7839,von,University of Pennsylvania,UNIV,United States of America,True,2000.0,1215.51,0.0,0.0,Andrew Rappe,Heterogeneous Catalysis and Chemical Transformations from First Principles,Chemistry,Philadelphia
7840,blaise,University of Texas at El Paso,UNIV,United States of America,True,225.0,0.0063888888888888,0.0,0.0,Jorge Munoz,Anharmonic phonon thermodynamics from first principles using graph kernels,Physics,El Paso
7841,quintj3,Rensselaer Polytechnic Institute,UNIV,United States of America,True,10257.2,1696.314722222222,8655.2,168.14222222222222,Ravishankar Sundararaman,Beyond-DFT Electrochemistry with Accelerated and Solvated Techniques (BEAST),Department of Physics,Troy
7842,calenfr,University of California Davis,UNIV,United States of America,True,4200.0,4.694166666666667,5100.0,0.0,Paul Ullrich,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,Atmospheric Science,Davis
7843,zqi7,California Institute of Technology,UNIV,United States of America,True,700.0,0.0577777777777777,900.0,6.22,Alex Hexemer,Advanced Light Source,EAS,Pasadena
7844,sjbaugh,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,25.0,0.0,0.0,0.0,Mark Risser,Calibrated and Systematic Characterization Attribution and Detection of Extremes,Climate Sciences,Berkeley
7845,vidyagan,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,4650.0,14.946666666666667,6835.5,2222.7097222222224,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,Biosciences,Berkeley
7846,dtchon,Lawrence Berkeley National Laboratory,DOELAB,United States of America,True,5602.5,889.5852777777778,5088.0,1085.3127777777777,Amedeo Perazzo,Transforming X-ray Science Toward Data-Centrism,"Biosciences Area, Molecular Biophysics & Integrated Bioimaging Division",Berkeley
7847,corey,University of California Berkeley,UNIV,United States of America,True,1125.7211111111112,14.145,3000.0,83.70666666666666,Hannah DeVyldere,"N9ES-N2 Very large scale image simulation, reconstruction, and machine-learning for scanning and high-resolution transmission electron microscopy (NCEM-Smatrix)
",Materials Science and Engineering ,Berkeley
7848,martalva,Stanford University,UNIV,United States of America,True,1000.0,0.0,75.0,0.0,Tom Abel,Assembling Galaxies of Resolved Anatomy (AGORA) Database,KIPAC,Stanford
7849,uendert,University of Michigan,UNIV,United States of America,True,2000.0,248.1952777777778,2000.0,0.0,Stephen Bailey,Dark Energy Spectroscopic Instrument,Physics,Ann Arbor
7850,tingwang,University of California San Diego,UNIV,United States of America,True,6333.0,60.168055555555554,3000.0,0.0888888888888888,Shyue Ping Ong,Design of Novel Materials for Energy Storage from First-principles Calculations and Machine Learning Techniques,Nanoengineering,La Jolla
7851,krishnaa,Yale University,UNIV,United States of America,True,2000.0,8.11138888888889,1000.0,0.0,Diana Qiu,Electronic and Optical Properties of Layered Materials for Energy Applications,Mechanical Engineering and Materials Science,New Haven
7852,fmccarth,Flatiron Institute,NONPROF,United States of America,True,0.0,0.0,0.0,0.0,Julian Borrill,Cosmic Microwave Background Data Analysis Towards CMB-S4,Center For Computational Astrophysics,New York
7853,lmohanam,Boston University,UNIV,United States of America,True,9375.0,0.0,75.0,0.0,Sahar Sharifzadeh,Large-Scale Many-Body Perturbation Theory Simulations of Optoelectronic Materials,Electrical and Computer Engineering,Boston
7854,liamf,University of California Berkeley,UNIV,United States of America,True,70.0,0.0,20.003875,0.0,Zachary Marshall,Simulation and analysis  of ATLAS Physics,Physics,Berkeley
